"740","Kawsaypura","Interculturalidad","\N","\N","\N","Interculturalidad nisqa","positive"
"741","Kawsayrikcha","Novela.","\N","\N","\N","Novela.","positive"
"742","Kawsayshuktakayariy","Aculturación","\N","\N","\N","aculturación nisqa","negative"
"743","Kawsayta chikipi churashpa","poniéndose en peligro","\N","\N","\N","peligroman churakuspa","negative"
"744","Kawsayuk","Célula","\N","\N","\N","Pukullu","neutral"
"745","Kay","Aquí","\N","\N","\N","Kaypi","neutral"
"746","Kaya","Mañana","\N","\N","\N","Paqarin","neutral"
"747","Kayachina","Convocar","\N","\N","\N","Huñunakuy","neutral"
"748","Kayana","Invitar","\N","llamar","\N","Minkay","neutral"
"749","Kayna","Ayer","\N","\N","\N","Qayna punchaw","neutral"
"750","Kaytarikuchi","Estados fìsicos","\N","\N","\N","estados físicos nisqakuna","neutral"
"751","Kaytu","Nervio","\N","\N","\N","Nervio","neutral"
"752","khallu","Lengua","\N","\N","\N","Qallu","neutral"
"753","Khari","Masculino","\N","\N","\N","Qari","neutral"
"754","Khiwa","Hierva","\N","\N","\N","tinpuy","neutral"
"755","Khura","Maíz germinado","\N","\N","\N","wiñasqa sara","positive"
"756","Khuyana","Amar","\N","\N","\N","Kuyay","positive"
"757","Khuzu","Larva de escarabajo","\N","\N","\N","larva de escarabajo","neutral"
"758","Kichankuy","Cólera","\N","\N","\N","Piña","negative"
"759","Kichkikuchu","Ángulo agudo","\N","\N","\N","Ángulo agudo","neutral"
"760","Kichkikuchu kimsamanyachi","Triángulo acutángulo","\N","\N","\N","kimsa kuchu agudo","neutral"
"761","Kichuy","Arrebatar","\N","\N","\N","Snatch","negative"
"762","Kichwa llika","Alfabeto Kichwa","\N","\N","\N","Kichwa alfabeto","neutral"
"763","Kikin","Usted","\N","\N","\N","Qam","neutral"
"764","Kikin shuti","Nombre propio","\N","\N","\N","Kikinpa sutin","positive"
"765","Kikinkuyari","Autoestima","\N","\N","\N","Kikinmanta chaninchakuy","positive"
"766","Kikinllatak","Consigo mismo","\N","\N","\N","Kikinwan","positive"
"767","Kikinmanta","Atentamente","\N","\N","\N","Sullullchay","neutral"
"768","Kikinmutsuri","Autoconsumo","\N","\N","\N","Kikinmanta mikhuy","negative"
"769","Kikinrimay","Idiolecto","\N","\N","\N","idiolecto nisqa","neutral"
"770","Kikinruray","Costumbres","\N","\N","\N","Costumbrekuna","positive"
"771","Kikinyari","Identidad","\N","\N","\N","Riqsichiq","positive"
"772","Kikinyarina","Identificar","\N","apropiar","\N","Riqsichiy","positive"
"773","Kiliki","Quilico","\N","\N","\N","Quilic","neutral"
"774","Kilkawana","Redactar","\N","\N","\N","Qillqay","neutral"
"775","killa","luna","\N","\N","\N","killa","neutral"
"776","Killa","Mes","\N","\N","\N","Killa","neutral"
"777","Killanturi","Eclipse lunar","\N","\N","\N","killa ch’usaqyay","neutral"
"778","Killanturiy","Eclipse lunar","\N","\N","\N","killa ch’usaqyay","neutral"
"779","Killapa nikirakiri","Fases de la luna","\N","\N","\N","Killa phasmikuna","neutral"
"780","Killimsa rumi","Carbón de Piedra","\N","\N","\N","rumimanta q’umir","neutral"
"781","Killka kamachik","Regla ortográfica","\N","\N","\N","ortografia kamachiy","neutral"
"782","Killka katina","Leer","\N","\N","\N","Ñawinchay","positive"
"783","Killkakatiyuk","Escritor","\N","\N","\N","Qillqaq","neutral"
"784","Killkana","Escribir","\N","\N","\N","Qillqay","neutral"
"785","Killkanancha","Término algebraico","\N","\N","\N","término algebraico nisqa","neutral"
"786","Killkananchakamay","Álgebra","\N","\N","\N","Álgebra nisqa","neutral"
"787","Killkananchapurachina","Reducción de términos semejantes","\N","\N","\N","Reducción de términos similares","neutral"
"788","Killkananchaychi","Expresión algebraica","\N","\N","\N","expresión algebraica nisqa","neutral"
"789","Killkapa unancha","Signo de puntuación.","\N","\N","\N","Puntuacionpa señalnin.","neutral"
"790","KILLKAYA","Carta","\N","\N","\N","Carta","neutral"
"791","Killkayachay","Tema","\N","teoría","\N","Sasachay","neutral"
"792","Killkayrimay","Obra literaria","\N","\N","\N","Literario llamkay","neutral"
"793","Killpa","Capa","\N","\N","\N","Lasta","neutral"
"794","KILLPAK KUSHMA","Sweater","\N","saco","\N","Chompa","neutral"
"795","Killu","Amarillo","\N","\N","\N","Qillu","neutral"
"796","Killu sara","Maíz amarillo","\N","\N","\N","Q’illu sara","neutral"
"797","Kimi killka","Coeficiente","\N","parte literal","\N","Coeficiente nisqa","neutral"
"798","Kimi yupay","Coeficiente numérico","\N","\N","\N","coeficiente numérico nisqa","neutral"
"799","Kimina","Acercar","\N","\N","\N","Zoom en","positive"
"800","Kiminancha","Coeficiente","\N","\N","\N","Coeficiente nisqa","neutral"
"801","Kimirik","Contigüos.","\N","\N","\N","contiguo nisqa.","neutral"
"802","Kimirik kuchukuna","Ángulos contiguos","\N","adiacentes","\N","ángulos adyacentes","neutral"
"803","Kimirishka yuyay","Oración subordinada","\N","\N","\N","Cláusula subordinada","neutral"
"804","Kimiriy","Acercarse","\N","\N","\N","Aswan asuykuspa","positive"
"805","Kimpu","Mandíbula","\N","quijada","\N","Kakichu","neutral"
"806","kashtuna","Mandíbula","\N","quijada","\N","Kakichu","neutral"
"807","Kimraymaya","Hipotenusa","\N","\N","\N","Hipotenusa","neutral"
"808","KIMSA","tres","\N","3","\N","kimsa","neutral"
"809","KIMSA CHUNKA","treinta","\N","30","\N","kimsa chunka","neutral"
"810","Kimsa kilkanancha kutinchiy","Factorización de trinomios","\N","\N","\N","Factorización de trinomios nisqamanta","neutral"
"811","KIMSA PATSAK","trecientos","\N","300","\N","kimsa pachak","neutral"
"812","Kimsachishka kullka","Prisma triangular","\N","\N","\N","Prisma triangular nisqa","neutral"
"813","Kimsachishkapa tawa","Trinomio cuadrado perfecto","\N","\N","\N","trinomio cuadrado perfecto nisqa","neutral"
"814","Kimsakamachik","Regla de tres","\N","\N","\N","Kimsamanta kamachiy","neutral"
"815","Kimsakamachimuk","Regla de tres inversa","\N","\N","\N","Kimsamanta kamachiy inversa","neutral"
"816","Kimsakamachiyak","Regla de tres simple","\N","\N","\N","kimsamanta kamachiy simple","neutral"
"817","Kimsakilkanancha kutinchiy","Factorización de trinomios","\N","\N","\N","Factorización de trinomios nisqamanta","neutral"
"818","Kimsamanyachi","Triángulo","\N","\N","\N","Kimsa kuchu","neutral"
"819","Kimsamanyachikamay","Trigonometría","\N","\N","\N","Trigonometría nisqa","neutral"
"820","Kimsamanyapurachi","Relaciones trigonométricas","\N","\N","\N","relaciones trigonométricas nisqa","neutral"
"821","Kimsaniki kallariy yachay","Tercer nivel de Ed. Básica.","\N","\N","\N","Kimsa kaq nivel de Ed. Básico.","neutral"
"822","Kimsaniki kallariyachay","Tercer Nivel","\N","\N","\N","Kimsa kaq pata","neutral"
"823","Kimsapaktamanyachi","Triángulo equilátero","\N","\N","\N","Kimsa kuchu kaqlla","neutral"
"824","Kincha","corral","\N","\N","\N","corral","neutral"
"825","Kinchak","Corchetes.","\N","\N","\N","Corchetes.","neutral"
"826","kinku","Curva","\N","\N","\N","Kurku","neutral"
"827","kinkuk","Paréntesis.","\N","\N","\N","Paréntesis nisqa.","neutral"
"828","Kinraymanya","Hipotenusa","\N","\N","\N","Hipotenusa","neutral"
"829","Kinrayshuyu","Función","\N","\N","\N","Ruway","neutral"
"830","Kinti","Picaflor","\N","\N","\N","colibrí","neutral"
"831","Kinuwa","Quinoa","\N","\N","\N","Quinua","neutral"
"832","Kipapakchiruray","Proyecto","\N","\N","\N","Ruwana","neutral"
"833","Kipapakchiruray yachay","Proyecto de aula","\N","\N","\N","Proyecto de aula","neutral"
"834","KIPILLI","Paquete","\N","\N","\N","Qipi","neutral"
"835","Kiri","Llaga","\N","\N","\N","Nanasqa","negative"
"836","Kirkinchu","Armadillo","\N","\N","\N","Armadillo nisqa","neutral"
"837","kachikampu","Armadillo","\N","\N","\N","Armadillo nisqa","neutral"
"838","Kiru","Árbol","\N","\N","\N","Sacha","neutral"
"839","Kishparik","Independencia","\N","\N","\N","Independencia nisqa","positive"
"840","Kishpichina","perdonar","\N","\N","\N","panpachay","positive"
"841","Kishpiripacha","Liberalismo","\N","\N","\N","Liberalismo nisqa","positive"
"842","Kishuar","Quishuar","\N","\N","\N","Quishuar","neutral"
"843","Kita","Brioso","\N","\N","\N","Kawsaq","positive"
"844","Kiti","Cantón","\N","\N","\N","Kantun","neutral"
"845","Kiti apuk","Jefe Político","\N","\N","\N","Jefe político","neutral"
"846","Kiti kamaklli","Concejal","\N","\N","\N","Concejal","neutral"
"847","Kiti kapachik apuk","Comisario Nacional","\N","\N","\N","Comisionado Nacional nisqa","neutral"
"848","Kitikapak","Capital provincial","\N","\N","\N","provinciapa uma llaqtan","neutral"
"849","Kitilli","Parroquia","\N","\N","\N","Parroquia","neutral"
"850","Kitilli apuk","Teniente Político","\N","\N","\N","Teniente Político nisqa","neutral"
"851","Kucha","Lago","\N","\N","\N","Qucha","neutral"
"852","Kuchaku","Laguna","\N","\N","\N","laguna","neutral"
"853","Kuchawpi","Bicectriz","\N","\N","\N","Bisector nisqa","neutral"
"854","Kuchi","Cerdo","\N","\N","\N","Kuchi","neutral"
"855","Kuchulla","Cerca","\N","\N","\N","Qichpa","neutral"
"856","Kuchupatay","Grado angular","\N","\N","\N","grado angular nisqa","neutral"
"857","Kuku- pukchi","Libra","\N","\N","\N","Libra","neutral"
"858","kukulli","Paloma","\N","\N","\N","Urpi","neutral"
"859","Kulla","Enero","\N","\N","\N","Enero killa","neutral"
"860","KULLA killa","Enero","\N","\N","\N","Enero killa","neutral"
"861","Kullasuyu","Región Sur","\N","\N","\N","Sur suyu","neutral"
"862","Kullka","Prisma","\N","\N","\N","Prisma","neutral"
"863","KULLKA puncha","Jueves","\N","\N","\N","Jueves","neutral"
"864","Kullkikamak wankuri","Asociación bancaria","\N","\N","\N","asociación bancaria nisqa","neutral"
"865","Kullkikamak wankuriy","Asociación bancaria","\N","\N","\N","asociación bancaria nisqa","neutral"
"866","Kullkikamak wasi","Banco","mutua","copo","corporación","Banco","neutral"
"867","Kullkikamay","Economía","\N","\N","\N","Economia","neutral"
"868","Kullkikamay kamu","Libro contable","\N","\N","\N","hatun qillqa","neutral"
"869","Kullkikamay shinayachi","Conmutabilidad bancaria","\N","\N","\N","Banco conmutabilidad nisqa","neutral"
"870","Kullkikamaychik","Sistema contable","\N","\N","\N","Sistema de contabilidad nisqa","positive"
"871","Kullkikikinchik","Póliza","\N","\N","\N","Politica","neutral"
"872","KULLKILLI","Billetes de denominacion baja","pequeños","\N","\N","Pisi denominacionniyuq qullqikuna","negative"
"873","Kullkimantawankuri","Organización económica","\N","\N","\N","organizacion económica nisqa","neutral"
"874","Kullkimashnayachik","Presupuesto","\N","\N","\N","Presupuesto","neutral"
"875","Kullkiminkay kamu","Libro banco","\N","\N","\N","banco libro","neutral"
"876","KULLKIPATSAKRI","Impuesto","\N","\N","\N","Impuesto nisqa","negative"
"877","Kullkirayku hatun tantanakuy","Grandes bloques económico","\N","\N","\N","Hatun bloques económicos nisqakuna","neutral"
"878","Kullkirayku llankay","Actividad Económica","\N","\N","\N","Económica nisqa ruway","positive"
"879","Kullkiyuk","Capitalista","\N","\N","\N","Kapitalista nisqa","negative"
"880","Kullku","Tronco","\N","\N","\N","Maleta","neutral"
"881","Kulta","Pato","\N","\N","\N","Pato","neutral"
"882","Kumuriy","Inclinarse","\N","\N","\N","Kumuy","neutral"
"883","Kuna","Dar","\N","\N","\N","Quy","positive"
"884","Kunakuy","Ofrecer","\N","\N","\N","Ofrecenapaq","positive"
"885","Kunakyuyayku","Refrán","\N","\N","\N","Nispa","neutral"
"886","Kunan","Presente","\N","\N","\N","Kunan","neutral"
"887","Kunan pacha","Tiempo presente","\N","\N","\N","Kunan pacha","neutral"
"888","Kunan yallishka","Participio","\N","\N","\N","Participio","neutral"
"889","Kunana","Consejo","\N","\N","\N","Kunay","positive"
"890","Kunanyallishka","Participio.","\N","\N","\N","Participio.","neutral"
"891","Kunka","Garganta","cuello","\N","\N","Tunquri","neutral"
"892","Kunka tullu","Nuca","\N","\N","\N","Nape","neutral"
"893","Kunkaklla","Olvidadiso","\N","\N","\N","qunqaq","negative"
"894","Kunkallina","Bufanda","\N","\N","\N","Siratu","neutral"
"895","Kunkariy","Olvidarse","\N","\N","\N","qunqay","negative"
"896","Kunkashka","olvidado","\N","\N","\N","qunqasqa","negative"
"897","Kunkay","Olvidar","\N","\N","\N","Qunqay","negative"
"898","Kunkaycha","Negligencia","descuido","\N","\N","Negligencia nisqa","negative"
"899","Kunkaychashka","Descuidado","negligente","\N","\N","Wakcha","negative"
"900","Kunkaychay","Descuidar","\N","\N","\N","Qunqay","negative"
"901","Kunkaychiy","Omisión","omitir","\N","\N","Omisión","negative"
"902","Kunkaylla","tranquilo","en reposo","\N","\N","hawka","positive"
"903","Kunkuri","Rodilla","\N","\N","\N","Muqu","neutral"
"904","Kunkuriy","arrodillarse","\N","\N","\N","qunqurchaki","neutral"
"905","Kuntisuyu","Occidente","\N","\N","\N","Oeste","neutral"
"906","Kuntur","Condor","\N","\N","\N","Cóndor nisqa","neutral"
"907","Kunuk","Caliente","\N","\N","\N","Quñi","neutral"
"908","Kunuk allpa","Costa","\N","\N","\N","Costa","neutral"
"909","Kunuk yaku","Agua termal","\N","\N","\N","Ruphay yaku","neutral"
"910","Kunukuy","Carbohidrato","\N","\N","\N","Carbohidratos nisqa","neutral"
"911","Killuchakay","Carbohidrato","\N","\N","\N","Carbohidratos nisqa","neutral"
"912","Kupa","rastrojo","\N","\N","\N","stubble","negative"
"913","Kupa","Basura","\N","\N","\N","Qupa","negative"
"914","ñuku","Basura","\N","\N","\N","Qupa","negative"
"915","Kurikinka","Curiquingue","\N","\N","\N","Curiquingue","neutral"
"916","Kurpa","Masa amasado","\N","\N","\N","masa masa","neutral"
"917","chanpa","Terrón","\N","\N","\N","Qipi","neutral"
"918","Kurpa- Putuk","Enano","\N","\N","\N","Enano","negative"
"919","Kurpañutuchi","Desterronamiento","\N","\N","\N","lumping","negative"
"920","Kuru","Gusano","\N","\N","\N","Kuru","neutral"
"921","KURUN ANTA","Motocicleta- moto","\N","\N","\N","motocicleta- motocicleta","neutral"
"922","Kururuna","Ovillar","\N","\N","\N","Wayra","neutral"
"923","Kuruta","Testículo","\N","\N","\N","Testículo","neutral"
"924","Kusa","Esposo","marido","\N","\N","Qusa","neutral"
"925","Kusana","Asar","\N","\N","\N","Kanka","neutral"
"926","Kushi","Alegre","\N","\N","\N","Kusi","positive"
"927","Kushikuy","Emoción","\N","\N","\N","Emoción","positive"
"928","Kushillu","Mono","\N","\N","\N","Chipi","neutral"
"929","Kushipatak","Sacerdote","\N","\N","\N","Tayta cura","neutral"
"930","kushiyay","alegria","\N","\N","\N","kusi","positive"
"931","Kushkapaktay","Puntualidad","\N","\N","\N","Puntualidad","positive"
"932","Kushma","Camisa","\N","\N","\N","Unku","neutral"
"933","Kushpana","Saltar","\N","\N","\N","Paway","neutral"
"934","Pawana","Saltar","\N","\N","\N","Paway","neutral"
"935","Kuska","Parte","sitio","lugar","dirección","Patma","neutral"
"936","Kuska imallichik","Adverbio del lugar","\N","\N","\N","adverbio de lugar","neutral"
"937","Kuskallpayku","Subterráneo","\N","\N","\N","Allpa ukupi","neutral"
"938","Kuskayupay chani","Valor relativo","\N","\N","\N","relativo nisqa chaninchasqa","neutral"
"939","Kuski","Septiembre","Frondoso","abundancia","\N","Setiembre killa","positive"
"940","KUSKI killa","Septiembre","\N","\N","\N","Setiembre killa","neutral"
"941","Kuskina- Hamutayana","Analizar","\N","\N","\N","Analizar","positive"
"942","Kuskunku","Buho","\N","\N","\N","Tuku","neutral"
"943","Kutachik","Molinero","\N","\N","\N","Miller sutiyuq runa","neutral"
"944","Kutana","molino","\N","\N","\N","wayra puriq","neutral"
"945","Kuticharina","Rescatar","\N","\N","\N","Qispichiy","positive"
"946","Kutichina","Responder","\N","\N","\N","Kutichiy","positive"
"947","Kutichiy","Responder","\N","\N","\N","Kutichiy","positive"
"948","Kutin","Vez veces","\N","\N","\N","pacha pachakuna","neutral"
"949","Kutinchi","Múltiplo.","\N","\N","\N","Achka.","neutral"
"950","Kutinchichiy","Factorización","\N","\N","\N","Factorización","neutral"
"951","Kutinchik millka","Tabla de frecuencias","\N","\N","\N","tabla de frecuencia nisqa","neutral"
"952","Kutinchiklla","Frecuencia absoluta","\N","\N","\N","Frecuencia absoluta nisqa","neutral"
"953","Kutinchina","Repetir","\N","\N","\N","Kutipay","neutral"
"954","Kutinchishka yupaykuna","Números múltiplos","\N","\N","\N","achka yupayniyuq","neutral"
"955","Kutinchiy","Multiplicación","\N","\N","\N","Mirachiy","neutral"
"956","Kutinkutinchik","Exponente","\N","\N","\N","Exponente nisqa","neutral"
"957","Kutinkutinchiy","Potenciación","\N","\N","\N","Atiyniyuq kay","neutral"
"958","Kutinkutinmuchiy","Radicación","\N","\N","\N","asentamiento","negative"
"959","Kutinkutirik","Base de potencia","\N","\N","\N","base de potencia nisqa","neutral"
"960","Kutinriksina","Reconocer","\N","\N","\N","Riqsiy","positive"
"961","Kutirichiy","Convertirse","\N","\N","\N","Tukuy","neutral"
"962","Kutirik","Factor común","\N","\N","\N","Factor común nisqa","positive"
"963","Kutirik taripay","Búsqueda del factor común","\N","\N","\N","Factor común nisqa tariy","positive"
"964","Kutsana","Rasgar.","\N","\N","\N","Pakiy.","negative"
"965","Kutsi","Ligero","\N","\N","\N","Kanchi","positive"
"966","Kutsiy","Agilidad","\N","\N","\N","Agilidad","positive"
"967","Kuwartilla","Cuartilla","60","\N","\N","Pastern","neutral"
"968","Ukapa","Cuartilla","60","\N","\N","Pastern","neutral"
"969","Kuy","Cuy","conejillo de indias","\N","\N","conejillo de indias","negative"
"970","Kuya","Reina","emperatriz","soberana del incario","Señora","Qulla","neutral"
"971","Kuyak","Acariciador","\N","\N","\N","acariciador","neutral"
"972","Kuyana-","amar","\N","\N","\N","kuyay","positive"
"973","Kuyashka","Amante","\N","\N","\N","Munakuq","negative"
"974","Kuyaylla","hermosa","linda","\N","\N","sumaqlla","positive"
"975","Kuyka","Lombríz","\N","\N","\N","Kuru","neutral"
"976","Kuykakamay","Lombricultura","\N","\N","\N","Vermicultura nisqa","neutral"
"977","Kuyllur","Asterisco.","\N","\N","\N","Quyllur qillqa.","neutral"
"978","Kuytsa","Joven","adolescente mujer","\N","\N","Wayna","neutral"
"979","Kuyurihillanta","Máquina","\N","\N","\N","Maquina","neutral"
"980","Kuyuy","mover","\N","\N","\N","kuyuy","neutral"
"981","Lachuri","Hijastro","\N","\N","\N","Padrastra","neutral"
"982","Shayak allpa","Ladera","\N","\N","\N","Urqu pata","neutral"
"983","Lamama","Madrastra","\N","\N","\N","Madrastra","neutral"
"984","Lancha","Tizón","\N","\N","\N","Smut","neutral"
"985","Lapani","Hermanastra","\N","\N","\N","Padrastra","neutral"
"986","Laushi","Hijastra","\N","\N","\N","Hija padrastra","neutral"
"987","Lawawki","Hermanastro","\N","\N","\N","Padrastro wawqi","neutral"
"988","Layaya","Padrastro","\N","\N","\N","Padrastro","neutral"
"989","latayta","Padrastro","\N","\N","\N","Padrastro","neutral"
"990","Llachak","Vegetal","\N","\N","\N","Yura","neutral"
"991","Llachakamay","Flora","\N","\N","\N","Flora","neutral"
"992","Llachapashka","Remendado","\N","\N","\N","Parcheado","negative"
"993","Llachapay","Remendar","\N","\N","\N","Parche up","negative"
"994","Llachapayuk","Remendon","\N","\N","\N","Zapatero","negative"
"995","Llaki","Triste","\N","\N","\N","Llakisqa","negative"
"996","llaki","tristeza","\N","\N","\N","llakikuy","negative"
"997","Llakichik","Perjuicios","\N","\N","\N","daños nisqakunata","negative"
"998","Llakichik wallpariykuna","Formas de Explotación","\N","\N","\N","Formas de Explotación","negative"
"999","Llakichipacha","La Colonia","\N","\N","\N","La colonia","neutral"
"1000","Llakichiy","Explotación","\N","\N","\N","Explotación","negative"
"1001","Llakilla","Triste","\N","\N","\N","Llakisqa","negative"
"1002","Llakitukuy","Desastre","\N","\N","\N","Llaki tukuy","negative"
"1003","Llakta","Pueblo","\N","\N","\N","Llaqta","neutral"
"1004","Llakta ushay","Democracia","\N","\N","\N","Democracia","positive"
"1005","Llaktakay","Pueblos","\N","\N","\N","ayllu llaqtakuna","neutral"
"1006","Llaktamanta llukshiri","Migración","\N","\N","\N","Migración nisqa","negative"
"1007","llaktapak ushay","Democracia","\N","\N","\N","Democracia","positive"
"1008","Llaktari allpa","Territorio","\N","\N","\N","Territorio","neutral"
"1009","Llaktarimay","Dialecto","\N","\N","\N","Dialecto","neutral"
"1010","Llaktay","Pueblo.","\N","\N","\N","Llaqta.","neutral"
"1011","Llaktayku","Población","\N","\N","\N","Runakuna","neutral"
"1012","Llaktushay","Democracia","\N","\N","\N","Democracia","positive"
"1013","Llakushi","Sentimiento","\N","\N","\N","Sunquchakuy","neutral"
"1014","llama","Llama","oveja","\N","\N","Qayay","neutral"
"1015","Llamkaypaktachi","Función rol","\N","\N","\N","ruway ruway","neutral"
"1016","Llamkaywillay","informe","\N","\N","\N","willakuy","neutral"
"1017","Llamkayñan","Planificación","\N","\N","\N","Planificación nisqa","positive"
"1018","Llampu","Liso","\N","\N","\N","Llanpu","neutral"
"1019","Llankahillay","Equipos","\N","\N","\N","Equipo","neutral"
"1020","Llankamana","inutil","\N","\N","\N","mana hapisqa","negative"
"1021","Llankanauku","Oficina","\N","\N","\N","Oficina","neutral"
"1022","Llankanaukuk","Oficinista","\N","\N","\N","Secretario","neutral"
"1023","Llankayñan","Planificación","\N","\N","\N","Planificación nisqa","positive"
"1024","Pampa","Llano","campo","\N","\N","Panpa","neutral"
"1025","Llantu","Sombra","\N","\N","\N","Llantu","negative"
"1026","Llanturiy","Eclipse","\N","\N","\N","Eclipse nisqa","neutral"
"1027","Llapiriy","Presión","\N","\N","\N","Ñitiy","negative"
"1028","Llashachik","Balanza","\N","\N","\N","Paqtachiy","negative"
"1029","Llashak","Masa y peso","\N","\N","\N","masa y peso","neutral"
"1030","Llashak tupu","Medida de masa","\N","\N","\N","masa tupuy","neutral"
"1031","Llatanay","Descubrirse","sacarse la ropa","\N","\N","Descubierto kay","negative"
"1032","Llawsayachik","Endòcrino","\N","\N","\N","Endocrino nisqa","neutral"
"1033","Llawsayari","Viscosidad","\N","\N","\N","Llunpay laqasqa","negative"
"1034","Llawtu","Corona","diadema","\N","\N","Pillu","neutral"
"1035","Llichayuk","Dichoso","\N","\N","\N","Kusi","positive"
"1036","Llika","Sistema","\N","\N","\N","Sistema","neutral"
"1037","Llika yachay wasikuna","Redes Educativas","\N","\N","\N","Redes Educativas nisqa","positive"
"1038","wallpa","Estructura","\N","\N","\N","Estructura","neutral"
"1039","Lliwitupu","Radianes","\N","\N","\N","Radianokuna","neutral"
"1040","Lluki","Izquierdo","\N","\N","\N","Lluqi","positive"
"1041","Lluki maki","Mano izquierda","\N","\N","\N","Lloq’e maki","neutral"
"1042","Llullana","Mentir","\N","\N","\N","Llullay","negative"
"1043","llullu","tierno","\N","\N","\N","Munakuq","positive"
"1044","Llumpak","Limpio","\N","\N","\N","Pichay","positive"
"1045","Llumpakay","Virginidad","\N","\N","\N","Virginidad","positive"
"1046","Llumpakshunku","Castidad","\N","\N","\N","Ch’uya kay","positive"
"1047","Llushpichiy","Despegar","\N","\N","\N","Lluqsiy","neutral"
"1048","Llutachina","Pegar.","\N","\N","\N","K’askachiy.","neutral"
"1049","Llutariy","Magnetismo","\N","\N","\N","Magnetismo nisqa","neutral"
"1050","Loma","Tula","\N","\N","\N","Tula","neutral"
"1051","lulun","huevo","\N","\N","\N","runtu","neutral"
"1052","Lumu","Yuca","\N","\N","\N","Yuca","neutral"
"1053","Lutsay","Proporción","proporcionalidad","\N","\N","Proporción nisqa","neutral"
"1054","Lutsaychishpa raki","Reparto proporcional","\N","\N","\N","proporcional nisqa rakiy","neutral"
"1055","Lutsaykumuk","Proporción armónica","inversa","\N","\N","ratio armónico nisqa","neutral"
"1056","Lutsaykutinchik","Frecuencia relativa","\N","\N","\N","Frecuencia relativa nisqa","neutral"
"1057","Lutsaykuyak","Proporcionalidad inversa","\N","\N","\N","Proporcionalidad inversa nisqa","neutral"
"1058","Lutsaysapayak","Proporcionalidad directa","\N","\N","\N","proporcionalidad directa nisqa","neutral"
"1059","Machana","Emborrachar","\N","\N","\N","Machay","negative"
"1060","Machu","Tuerto","\N","\N","\N","huk ñawiyuq","negative"
"1061","Makana","Pegar","\N","\N","\N","K’askachiy","neutral"
"1062","Makanakuy","Guerra","\N","\N","\N","Awqay","negative"
"1063","Makanakuy runakuna","Guerreros","\N","\N","\N","Awqaqkuna","negative"
"1064","Makay","golpe","pegar","agravio","\N","tuqyay","negative"
"1065","maki","mano","\N","\N","\N","maki","neutral"
"1066","Maki hawa","Palma de la mano","\N","\N","\N","Palma de la mano","neutral"
"1067","Maki ruka","Uña del dedo de la mano","\N","\N","\N","dedo clavo","neutral"
"1068","Maki washa","Dorso de la mano","\N","\N","\N","Makipa wasan","neutral"
"1069","Maki-watana","Manilla","pulsera","\N","\N","Sipi","neutral"
"1070","Makillina","Guante","\N","\N","\N","Guante","neutral"
"1071","Makimañachi","Colaboración mutua","\N","\N","\N","yanapanakuy","positive"
"1072","Makimañachiy","Prestación de mano para el trabajo","\N","\N","\N","Llamkanapaq maki quy","positive"
"1073","Makimañashpa","una mano de ayuda","\N","\N","\N","yanapakuq maki","positive"
"1074","Makimañay","Pedir la mano para casarse","\N","\N","\N","Kasarakunaykipaq makita mañakuy","positive"
"1075","Makipakchiruray","Artesanía","\N","\N","\N","Artesania","positive"
"1076","Makirumpay","Voleibol","\N","\N","\N","Voleibol nisqa pukllay","neutral"
"1077","Makirurashka","Manualidad","\N","\N","\N","artesania","neutral"
"1078","Makiruray","Artesanía","\N","\N","\N","Artesania","positive"
"1079","Makiruraykamay","Artesanía","\N","\N","\N","Artesania","positive"
"1080","Makiyasiy","Voleibol","\N","\N","\N","Voleibol nisqa pukllay","neutral"
"1081","Maklluy","Peligro","\N","\N","\N","Manchay","negative"
"1082","Mallina","Probar","saborear","\N","\N","Malliy","positive"
"1083","Mama","Madre","mamá","\N","\N","Mama","positive"
"1084","Mama chanka","Muslo","\N","\N","\N","Chanka","neutral"
"1085","Mama chumpi","Faja","madre","\N","\N","Wad de facturas","neutral"
"1086","Mama kullki kamachi","Regla de interés","\N","\N","\N","intereses nisqa kamachiy","neutral"
"1087","Mamakamachik","Constitución","\N","\N","\N","Hatun Kamay Pirwa","neutral"
"1088","Mamakucha","Océano","\N","\N","\N","Mama qucha","neutral"
"1089","Mamakullki","Capital","\N","\N","\N","Kuraq","positive"
"1090","Mamallakta","País","\N","\N","\N","Hatun llaqta","neutral"
"1091","Mamallakta kallaripa tantanakuy","Asamblea Constituyente","\N","\N","\N","constituyente nisqa Asamblea","neutral"
"1092","Mamallakta kawsay kallari","Vida Republicana","\N","\N","\N","republicano kawsay","neutral"
"1093","Mamallakta Michari","Defensa Nacional.","\N","\N","\N","Suyu amachay.","positive"
"1094","Mamallakta pura kapak kamay","Política Exterior","\N","\N","\N","Política exterior nisqa","positive"
"1095","Mamallaktachiy","Estado","\N","\N","\N","Imayna kasqan","neutral"
"1096","Mamallaktapa apukwasi","Palacio de Gobierno","\N","\N","\N","gobiernoq palacionpi","neutral"
"1097","Mamallaktapa haylli","Himno Nacional","\N","\N","\N","Himno nacional","neutral"
"1098","Mamallaktapa kapak","Nacionalista","\N","\N","\N","Nacionalista","neutral"
"1099","Mamallaktapak tantanakuy","Estado","\N","\N","\N","Imayna kasqan","neutral"
